"current_season","Month","Numerator","Population","Jurisdiction","Estimate","Age_group_label","Legend","Child or adult"
"2023-24","FEB","260503","1344005","Maine","0.1938","Overall","2023-24, Maine: Overall","All"
"2023-24","FEB","260801","3027263","Oklahoma","0.0862","18+ years","2023-24, Oklahoma: 18+ years","Adult"
"2023-24","FEB","261458","4366564","Pennsylvania","0.0599","18-49 years","2023-24, Pennsylvania (excluding Philadelphia County): 18-49 years","Adult"
"2023-24","FEB","265910","3752487","New York City","0.0709","18-49 years","2023-24, New York City: 18-49 years","Adult"
"2023-24","FEB","266145","1180543","Tennessee","0.2254","65+ years","2023-24, Tennessee: 65+ years","Adult"
"2023-24","FEB","268820","3120407","Nevada","0.0861","Overall","2023-24, Nevada: Overall","All"
"2023-24","FEB","273027","3956445.5","Oklahoma","0.069","Overall","2023-24, Oklahoma: Overall","All"
"2023-24","FEB","276407","645996","Connecticut","0.4279","65+ years","2023-24, Connecticut: 65+ years","Adult"
"2023-24","FEB","276698","2020773","Michigan","0.1369","50-64 years","2023-24, Michigan: 50-64 years","Adult"
"2023-24","FEB","286033","5025173","Texas","0.0569","50-64 years","2023-24, Texas: 50-64 years","Adult"
"2023-24","FEB","286118","1633828","New Mexico","0.1751","18+ years","2023-24, New Mexico: 18+ years","Adult"
"2023-24","FEB","290003","2314476","Ohio","0.1253","50-64 years","2023-24, Ohio: 50-64 years","Adult"
"2023-24","FEB","296336","13026771","Texas","0.0227","18-49 years","2023-24, Texas: 18-49 years","Adult"
"2023-24","FEB","301434","2315421","Minnesota","0.1302","18-49 years","2023-24, Minnesota: 18-49 years","Adult"
"2023-24","FEB","303064","2337214","New York State","0.1297","50-64 years","2023-24, New York (excluding New York City): 50-64 years","Adult"
"2023-24","FEB","303094","2335478","Pennsylvania","0.1298","50-64 years","2023-24, Pennsylvania (excluding Philadelphia County): 50-64 years","Adult"
"2023-24","FEB","303891","1415568","Washington","0.2147","50-64 years","2023-24, Washington: 50-64 years","Adult"
"2023-24","FEB","309960","2095031","New Mexico","0.148","Overall","2023-24, New Mexico: Overall","All"
"2023-24","FEB","325228","2320603","Utah","0.1401","18+ years","2023-24, Utah: 18+ years","Adult"
"2023-24","FEB","328802","1373975","Arizona","0.2393","65+ years","2023-24, Arizona: 65+ years","Adult"
"2023-24","FEB","333841","4311636","Florida","0.0774","50-64 years","2023-24, Florida: 50-64 years","Adult"
"2023-24","FEB","340766","1574667","Georgia","0.2164","65+ years","2023-24, Georgia: 65+ years","Adult"
"2023-24","FEB","346848","1089714","Missouri","0.3183","65+ years","2023-24, Missouri: 65+ years","Adult"
"2023-24","FEB","348171","1115285","Indiana","0.3122","65+ years","2023-24, Indiana: 65+ years","Adult"
"2023-24","FEB","359839","789527","Oregon","0.4558","65+ years","2023-24, Oregon: 65+ years","Adult"
"2023-24","FEB","363514","3226163.5","Utah","0.1127","Overall","2023-24, Utah: Overall","All"
"2023-24","FEB","368492","3475334","Kentucky","0.106","18+ years","2023-24, Kentucky: 18+ years","Adult"
"2023-24","FEB","388577","2427133","Illinois","0.1601","50-64 years","2023-24, Illinois: 50-64 years","Adult"
"2023-24","FEB","389492","4450995.5","Kentucky","0.0875","Overall","2023-24, Kentucky: Overall","All"
"2023-24","FEB","404563","3364376","Washington","0.1202","18-49 years","2023-24, Washington: 18-49 years","Adult"
"2023-24","FEB","410855","2438002","Iowa","0.1685","18+ years","2023-24, Iowa: 18+ years","Adult"
"2023-24","FEB","427296","1510028","New Jersey","0.283","65+ years","2023-24, New Jersey: 65+ years","Adult"
"2023-24","FEB","430883","5293195","Illinois","0.0814","18-49 years","2023-24, Illinois: 18-49 years","Adult"
"2023-24","FEB","440989","3145074","Iowa","0.1402","Overall","2023-24, Iowa: Overall","All"
"2023-24","FEB","470845","6846888.5","Tennessee","0.0688","Overall","2023-24, Tennessee: Overall","All"
"2023-24","FEB","481956","1047935","Wisconsin","0.4599","65+ years","2023-24, Wisconsin: 65+ years","Adult"
"2023-24","FEB","488432","8567802","California","0.057","6 months to 17 years","2023-24, California: 6 months to 17 years","Child"
"2023-24","FEB","491346","948841","Minnesota","0.5178","65+ years","2023-24, Minnesota: 65+ years","Adult"
"2023-24","FEB","496559","5373433","Tennessee","0.0924","18+ years","2023-24, Tennessee: 18+ years","Adult"
"2023-24","FEB","512614","1814542","North Carolina","0.2825","65+ years","2023-24, North Carolina: 65+ years","Adult"
"2023-24","FEB","528651","2838054","Connecticut","0.1863","18+ years","2023-24, Connecticut: 18+ years","Adult"
"2023-24","FEB","538353","3873683","Texas","0.139","65+ years","2023-24, Texas: 65+ years","Adult"
"2023-24","FEB","565417","3539890","Connecticut","0.1597","Overall","2023-24, Connecticut: Overall","All"
"2023-24","FEB","567731","1247874","Washington","0.455","65+ years","2023-24, Washington: 65+ years","Adult"
"2023-24","FEB","576781","5774978","Arizona","0.0999","18+ years","2023-24, Arizona: 18+ years","Adult"
"2023-24","FEB","611201","5188514","Indiana","0.1178","18+ years","2023-24, Indiana: 18+ years","Adult"
"2023-24","FEB","617124","4780119","Missouri","0.1291","18+ years","2023-24, Missouri: 18+ years","Adult"
"2023-24","FEB","630275","7380696.5","Arizona","0.0854","Overall","2023-24, Arizona: Overall","All"
"2023-24","FEB","643622","1812441","Michigan","0.3551","65+ years","2023-24, Michigan: 65+ years","Adult"
"2023-24","FEB","653657","6714728","Indiana","0.0973","Overall","2023-24, Indiana: Overall","All"
"2023-24","FEB","658566","6115723.5","Missouri","0.1077","Overall","2023-24, Missouri: Overall","All"
"2023-24","FEB","671871","8210067","Georgia","0.0818","18+ years","2023-24, Georgia: 18+ years","Adult"
"2023-24","FEB","672405","6559310","New York City","0.1025","18+ years","2023-24, New York City: 18+ years","Adult"
"2023-24","FEB","685880","2097638","Ohio","0.327","65+ years","2023-24, Ohio: 65+ years","Adult"
"2023-24","FEB","702600","2220720","Pennsylvania","0.3164","65+ years","2023-24, Pennsylvania (excluding Philadelphia County): 65+ years","Adult"
"2023-24","FEB","709188","2060818","New York State","0.3441","65+ years","2023-24, New York (excluding New York City): 65+ years","Adult"
"2023-24","FEB","713972","10647521","Georgia","0.0671","Overall","2023-24, Georgia: Overall","All"
"2023-24","FEB","735196","8200096","New York City","0.0897","Overall","2023-24, New York City: Overall","All"
"2023-24","FEB","743230","3380729","Oregon","0.2198","18+ years","2023-24, Oregon: 18+ years","Adult"
"2023-24","FEB","773890","2089234","Illinois","0.3704","65+ years","2023-24, Illinois: 65+ years","Adult"
"2023-24","FEB","825695","4220498","Oregon","0.1956","Overall","2023-24, Oregon: Overall","All"
"2023-24","FEB","851181","6947836","New Jersey","0.1225","18+ years","2023-24, New Jersey: 18+ years","Adult"
"2023-24","FEB","896933","4574131","Wisconsin","0.1961","18+ years","2023-24, Wisconsin: 18+ years","Adult"
"2023-24","FEB","910996","8832618","New Jersey","0.1031","Overall","2023-24, New Jersey: Overall","All"
"2023-24","FEB","959375","4638094","Florida","0.2068","65+ years","2023-24, Florida: 65+ years","Adult"
"2023-24","FEB","971116","8294423","North Carolina","0.1171","18+ years","2023-24, North Carolina: 18+ years","Adult"
"2023-24","FEB","971565","5801275.5","Wisconsin","0.1675","Overall","2023-24, Wisconsin: Overall","All"
"2023-24","FEB","1047716","4356123","Minnesota","0.2405","18+ years","2023-24, Minnesota: 18+ years","Adult"
"2023-24","FEB","1049004","10541669","North Carolina","0.0995","Overall","2023-24, North Carolina: Overall","All"
"2023-24","FEB","1120722","29172250","Texas","0.0384","Overall","2023-24, Texas: Overall","All"
"2023-24","FEB","1174090","7839742","Michigan","0.1498","18+ years","2023-24, Michigan: 18+ years","Adult"
"2023-24","FEB","1176066","5624147","Minnesota","0.2091","Overall","2023-24, Minnesota: Overall","All"
"2023-24","FEB","1230423","9124576","Ohio","0.1348","18+ years","2023-24, Ohio: 18+ years","Adult"
"2023-24","FEB","1250717","8789112","New York State","0.1423","18+ years","2023-24, New York (excluding New York City): 18+ years","Adult"
"2023-24","FEB","1267152","8922762","Pennsylvania","0.142","18+ years","2023-24, Pennsylvania (excluding Philadelphia County): 18+ years","Adult"
"2023-24","FEB","1269775","9912630.5","Michigan","0.1281","Overall","2023-24, Michigan: Overall","All"
"2023-24","FEB","1276185","6027818","Washington","0.2117","18+ years","2023-24, Washington: 18+ years","Adult"
"2023-24","FEB","1291734","21925627","Texas","0.0589","18+ years","2023-24, Texas: 18+ years","Adult"
"2023-24","FEB","1293929","7220373","California","0.1792","50-64 years","2023-24, California: 50-64 years","Adult"
"2023-24","FEB","1316439","11627059","Ohio","0.1132","Overall","2023-24, Ohio: Overall","All"
"2023-24","FEB","1332601","11026194","New York State","0.1209","Overall","2023-24, New York (excluding New York City): Overall","All"
"2023-24","FEB","1365680","11148453","Pennsylvania","0.1225","Overall","2023-24, Pennsylvania (excluding Philadelphia County): Overall","All"
"2023-24","FEB","1428641","7650371.5","Washington","0.1867","Overall","2023-24, Washington: Overall","All"
"2023-24","FEB","1495175","17380305","California","0.086","18-49 years","2023-24, California: 18-49 years","Adult"
"2023-24","FEB","1524593","17482580","Florida","0.0872","18+ years","2023-24, Florida: 18+ years","Adult"
"2023-24","FEB","1569234","21623533","Florida","0.0726","Overall","2023-24, Florida: Overall","All"
"2023-24","FEB","1593350","9809562","Illinois","0.1624","18+ years","2023-24, Illinois: 18+ years","Adult"
"2023-24","FEB","1741276","12517504","Illinois","0.1391","Overall","2023-24, Illinois: Overall","All"
"2023-24","FEB","2150701","5976166","California","0.3599","65+ years","2023-24, California: 65+ years","Adult"
"2023-24","FEB","4939805","30576844","California","0.1616","18+ years","2023-24, California: 18+ years","Adult"
"2023-24","FEB","5428237","39144646","California","0.1387","Overall","2023-24, California: Overall","All"
"2023-24","JAN",,,"Chicago",,"13-17 years","2023-24, Chicago: 13-17 years","Child"
"2023-24","JAN",,,"Chicago",,"18+ years","2023-24, Chicago: 18+ years","Adult"
"2023-24","JAN",,,"Chicago",,"18-49 years","2023-24, Chicago: 18-49 years","Adult"
"2023-24","JAN",,,"Chicago",,"2-4 years","2023-24, Chicago: 2-4 years","Child"
"2023-24","JAN",,,"Chicago",,"5-8 years","2023-24, Chicago: 5-8 years","Child"
"2023-24","JAN",,,"Chicago",,"50-64 years","2023-24, Chicago: 50-64 years","Adult"
"2023-24","JAN",,,"Chicago",,"6 months to 17 years","2023-24, Chicago: 6 months to 17 years","Child"
"2023-24","JAN",,,"Chicago",,"6-23 months","2023-24, Chicago: 6-23 months","Child"
"2023-24","JAN",,,"Chicago",,"65+ years","2023-24, Chicago: 65+ years","Adult"
"2023-24","JAN",,,"Chicago",,"9-12 years","2023-24, Chicago: 9-12 years","Child"
"2023-24","JAN",,,"Chicago",,"Overall","2023-24, Chicago: Overall","All"
"2023-24","JAN",,,"Colorado",,"13-17 years","2023-24, Colorado: 13-17 years","Child"
"2023-24","JAN",,,"Colorado",,"18+ years","2023-24, Colorado: 18+ years","Adult"
"2023-24","JAN",,,"Colorado",,"18-49 years","2023-24, Colorado: 18-49 years","Adult"
"2023-24","JAN",,,"Colorado",,"2-4 years","2023-24, Colorado: 2-4 years","Child"
"2023-24","JAN",,,"Colorado",,"5-8 years","2023-24, Colorado: 5-8 years","Child"
"2023-24","JAN",,,"Colorado",,"50-64 years","2023-24, Colorado: 50-64 years","Adult"
"2023-24","JAN",,,"Colorado",,"6 months to 17 years","2023-24, Colorado: 6 months to 17 years","Child"
"2023-24","JAN",,,"Colorado",,"6-23 months","2023-24, Colorado: 6-23 months","Child"
"2023-24","JAN",,,"Colorado",,"65+ years","2023-24, Colorado: 65+ years","Adult"
"2023-24","JAN",,,"Colorado",,"9-12 years","2023-24, Colorado: 9-12 years","Child"
"2023-24","JAN",,,"Colorado",,"Overall","2023-24, Colorado: Overall","All"
"2023-24","JAN",,,"Houston",,"13-17 years","2023-24, Houston: 13-17 years","Child"
"2023-24","JAN",,,"Houston",,"18+ years","2023-24, Houston: 18+ years","Adult"
"2023-24","JAN",,,"Houston",,"18-49 years","2023-24, Houston: 18-49 years","Adult"
"2023-24","JAN",,,"Houston",,"2-4 years","2023-24, Houston: 2-4 years","Child"
"2023-24","JAN",,,"Houston",,"5-8 years","2023-24, Houston: 5-8 years","Child"
"2023-24","JAN",,,"Houston",,"50-64 years","2023-24, Houston: 50-64 years","Adult"
"2023-24","JAN",,,"Houston",,"6 months to 17 years","2023-24, Houston: 6 months to 17 years","Child"
"2023-24","JAN",,,"Houston",,"6-23 months","2023-24, Houston: 6-23 months","Child"
"2023-24","JAN",,,"Houston",,"65+ years","2023-24, Houston: 65+ years","Adult"
"2023-24","JAN",,,"Houston",,"9-12 years","2023-24, Houston: 9-12 years","Child"
"2023-24","JAN",,,"Houston",,"Overall","2023-24, Houston: Overall","All"
"2023-24","JAN",,,"Kansas",,"13-17 years","2023-24, Kansas: 13-17 years","Child"
"2023-24","JAN",,,"Kansas",,"18+ years","2023-24, Kansas: 18+ years","Adult"
"2023-24","JAN",,,"Kansas",,"18-49 years","2023-24, Kansas: 18-49 years","Adult"
"2023-24","JAN",,,"Kansas",,"2-4 years","2023-24, Kansas: 2-4 years","Child"
"2023-24","JAN",,,"Kansas",,"5-8 years","2023-24, Kansas: 5-8 years","Child"
"2023-24","JAN",,,"Kansas",,"50-64 years","2023-24, Kansas: 50-64 years","Adult"
"2023-24","JAN",,,"Kansas",,"6 months to 17 years","2023-24, Kansas: 6 months to 17 years","Child"
"2023-24","JAN",,,"Kansas",,"6-23 months","2023-24, Kansas: 6-23 months","Child"
"2023-24","JAN",,,"Kansas",,"65+ years","2023-24, Kansas: 65+ years","Adult"
"2023-24","JAN",,,"Kansas",,"9-12 years","2023-24, Kansas: 9-12 years","Child"
"2023-24","JAN",,,"Kansas",,"Overall","2023-24, Kansas: Overall","All"
"2023-24","JAN",,,"Massachusetts",,"13-17 years","2023-24, Massachusetts: 13-17 years","Child"
"2023-24","JAN",,,"Massachusetts",,"18+ years","2023-24, Massachusetts: 18+ years","Adult"
"2023-24","JAN",,,"Massachusetts",,"18-49 years","2023-24, Massachusetts: 18-49 years","Adult"
"2023-24","JAN",,,"Massachusetts",,"2-4 years","2023-24, Massachusetts: 2-4 years","Child"
"2023-24","JAN",,,"Massachusetts",,"5-8 years","2023-24, Massachusetts: 5-8 years","Child"
"2023-24","JAN",,,"Massachusetts",,"50-64 years","2023-24, Massachusetts: 50-64 years","Adult"
"2023-24","JAN",,,"Massachusetts",,"6 months to 17 years","2023-24, Massachusetts: 6 months to 17 years","Child"
"2023-24","JAN",,,"Massachusetts",,"6-23 months","2023-24, Massachusetts: 6-23 months","Child"
"2023-24","JAN",,,"Massachusetts",,"65+ years","2023-24, Massachusetts: 65+ years","Adult"
"2023-24","JAN",,,"Massachusetts",,"9-12 years","2023-24, Massachusetts: 9-12 years","Child"
"2023-24","JAN",,,"Massachusetts",,"Overall","2023-24, Massachusetts: Overall","All"
"2023-24","JAN",,,"Nebraska",,"13-17 years","2023-24, Nebraska: 13-17 years","Child"
"2023-24","JAN",,,"Nebraska",,"18+ years","2023-24, Nebraska: 18+ years","Adult"
"2023-24","JAN",,,"Nebraska",,"18-49 years","2023-24, Nebraska: 18-49 years","Adult"
"2023-24","JAN",,,"Nebraska",,"2-4 years","2023-24, Nebraska: 2-4 years","Child"
"2023-24","JAN",,,"Nebraska",,"5-8 years","2023-24, Nebraska: 5-8 years","Child"
"2023-24","JAN",,,"Nebraska",,"50-64 years","2023-24, Nebraska: 50-64 years","Adult"
"2023-24","JAN",,,"Nebraska",,"6 months to 17 years","2023-24, Nebraska: 6 months to 17 years","Child"
"2023-24","JAN",,,"Nebraska",,"6-23 months","2023-24, Nebraska: 6-23 months","Child"
"2023-24","JAN",,,"Nebraska",,"65+ years","2023-24, Nebraska: 65+ years","Adult"
"2023-24","JAN",,,"Nebraska",,"9-12 years","2023-24, Nebraska: 9-12 years","Child"
"2023-24","JAN",,,"Nebraska",,"Overall","2023-24, Nebraska: Overall","All"
"2023-24","JAN",,,"New Hampshire",,"13-17 years","2023-24, New Hampshire: 13-17 years","Child"
"2023-24","JAN",,,"New Hampshire",,"18+ years","2023-24, New Hampshire: 18+ years","Adult"
"2023-24","JAN",,,"New Hampshire",,"18-49 years","2023-24, New Hampshire: 18-49 years","Adult"
"2023-24","JAN",,,"New Hampshire",,"2-4 years","2023-24, New Hampshire: 2-4 years","Child"
"2023-24","JAN",,,"New Hampshire",,"5-8 years","2023-24, New Hampshire: 5-8 years","Child"
"2023-24","JAN",,,"New Hampshire",,"50-64 years","2023-24, New Hampshire: 50-64 years","Adult"
"2023-24","JAN",,,"New Hampshire",,"6 months to 17 years","2023-24, New Hampshire: 6 months to 17 years","Child"
"2023-24","JAN",,,"New Hampshire",,"6-23 months","2023-24, New Hampshire: 6-23 months","Child"
"2023-24","JAN",,,"New Hampshire",,"65+ years","2023-24, New Hampshire: 65+ years","Adult"
"2023-24","JAN",,,"New Hampshire",,"9-12 years","2023-24, New Hampshire: 9-12 years","Child"
"2023-24","JAN",,,"New Hampshire",,"Overall","2023-24, New Hampshire: Overall","All"
"2023-24","JAN",,,"Rhode Island",,"13-17 years","2023-24, Rhode Island: 13-17 years","Child"
"2023-24","JAN",,,"Rhode Island",,"18+ years","2023-24, Rhode Island: 18+ years","Adult"
